"AGE_1","INCOME_1","TIMELAG_1","NUM_GIFTS_1","NUM_PROM_1","AMOUNT_GIFTS_1","AMOUNT_LASTGIFT_1","GIFT_RECENCY_1","PROM_RECENCY_1","ACTION_1","REWARD_1","AGE_2","INCOME_2","TIMELAG_2","NUM_GIFTS_2","NUM_PROM_2","AMOUNT_GIFTS_2","AMOUNT_LASTGIFT_2","GIFT_RECENCY_2","PROM_RECENCY_2","ACTION_2","REWARD_2","AGE_3","INCOME_3","TIMELAG_3","NUM_GIFTS_3","NUM_PROM_3","AMOUNT_GIFTS_3","AMOUNT_LASTGIFT_3","GIFT_RECENCY_3","PROM_RECENCY_3","ACTION_3","REWARD_3","AGE_4","INCOME_4","TIMELAG_4","NUM_GIFTS_4","NUM_PROM_4","AMOUNT_GIFTS_4","AMOUNT_LASTGIFT_4","GIFT_RECENCY_4","PROM_RECENCY_4","ACTION_4","REWARD_4","AGE_5","INCOME_5","TIMELAG_5","NUM_GIFTS_5","NUM_PROM_5","AMOUNT_GIFTS_5","AMOUNT_LASTGIFT_5","GIFT_RECENCY_5","PROM_RECENCY_5","ACTION_5","REWARD_5","AGE_6","INCOME_6","TIMELAG_6","NUM_GIFTS_6","NUM_PROM_6","AMOUNT_GIFTS_6","AMOUNT_LASTGIFT_6","GIFT_RECENCY_6","PROM_RECENCY_6","ACTION_6","REWARD_6","AGE_7","INCOME_7","TIMELAG_7","NUM_GIFTS_7","NUM_PROM_7","AMOUNT_GIFTS_7","AMOUNT_LASTGIFT_7","GIFT_RECENCY_7","PROM_RECENCY_7","ACTION_7","REWARD_7","AGE_8","INCOME_8","TIMELAG_8","NUM_GIFTS_8","NUM_PROM_8","AMOUNT_GIFTS_8","AMOUNT_LASTGIFT_8","GIFT_RECENCY_8","PROM_RECENCY_8","ACTION_8","REWARD_8","AGE_9","INCOME_9","TIMELAG_9","NUM_GIFTS_9","NUM_PROM_9","AMOUNT_GIFTS_9","AMOUNT_LASTGIFT_9","GIFT_RECENCY_9","PROM_RECENCY_9","ACTION_9","REWARD_9","AGE_10","INCOME_10","TIMELAG_10","NUM_GIFTS_10","NUM_PROM_10","AMOUNT_GIFTS_10","AMOUNT_LASTGIFT_10","GIFT_RECENCY_10","PROM_RECENCY_10","ACTION_10","REWARD_10","AGE_11","INCOME_11","TIMELAG_11","NUM_GIFTS_11","NUM_PROM_11","AMOUNT_GIFTS_11","AMOUNT_LASTGIFT_11","GIFT_RECENCY_11","PROM_RECENCY_11","ACTION_11","REWARD_11","AGE_12","INCOME_12","TIMELAG_12","NUM_GIFTS_12","NUM_PROM_12","AMOUNT_GIFTS_12","AMOUNT_LASTGIFT_12","GIFT_RECENCY_12","PROM_RECENCY_12","ACTION_12","REWARD_12","AGE_13","INCOME_13","TIMELAG_13","NUM_GIFTS_13","NUM_PROM_13","AMOUNT_GIFTS_13","AMOUNT_LASTGIFT_13","GIFT_RECENCY_13","PROM_RECENCY_13","ACTION_13","REWARD_13","AGE_14","INCOME_14","TIMELAG_14","NUM_GIFTS_14","NUM_PROM_14","AMOUNT_GIFTS_14","AMOUNT_LASTGIFT_14","GIFT_RECENCY_14","PROM_RECENCY_14","ACTION_14","REWARD_14","AGE_15","INCOME_15","TIMELAG_15","NUM_GIFTS_15","NUM_PROM_15","AMOUNT_GIFTS_15","AMOUNT_LASTGIFT_15","GIFT_RECENCY_15","PROM_RECENCY_15","ACTION_15","REWARD_15","AGE_16","INCOME_16","TIMELAG_16","NUM_GIFTS_16","NUM_PROM_16","AMOUNT_GIFTS_16","AMOUNT_LASTGIFT_16","GIFT_RECENCY_16","PROM_RECENCY_16","ACTION_16","REWARD_16","AGE_17","INCOME_17","TIMELAG_17","NUM_GIFTS_17","NUM_PROM_17","AMOUNT_GIFTS_17","AMOUNT_LASTGIFT_17","GIFT_RECENCY_17","PROM_RECENCY_17","ACTION_17","REWARD_17","AGE_18","INCOME_18","TIMELAG_18","NUM_GIFTS_18","NUM_PROM_18","AMOUNT_GIFTS_18","AMOUNT_LASTGIFT_18","GIFT_RECENCY_18","PROM_RECENCY_18","ACTION_18","REWARD_18","AGE_19","INCOME_19","TIMELAG_19","NUM_GIFTS_19","NUM_PROM_19","AMOUNT_GIFTS_19","AMOUNT_LASTGIFT_19","GIFT_RECENCY_19","PROM_RECENCY_19","ACTION_19","REWARD_19","AGE_20","INCOME_20","TIMELAG_20","NUM_GIFTS_20","NUM_PROM_20","AMOUNT_GIFTS_20","AMOUNT_LASTGIFT_20","GIFT_RECENCY_20","PROM_RECENCY_20","ACTION_20","REWARD_20","AGE_21","INCOME_21","TIMELAG_21","NUM_GIFTS_21","NUM_PROM_21","AMOUNT_GIFTS_21","AMOUNT_LASTGIFT_21","GIFT_RECENCY_21","PROM_RECENCY_21","ACTION_21","REWARD_21","AGE_22","INCOME_22","TIMELAG_22","NUM_GIFTS_22","NUM_PROM_22","AMOUNT_GIFTS_22","AMOUNT_LASTGIFT_22","GIFT_RECENCY_22","PROM_RECENCY_22","ACTION_22","REWARD_22","AGE_23","INCOME_23","TIMELAG_23","NUM_GIFTS_23","NUM_PROM_23","AMOUNT_GIFTS_23","AMOUNT_LASTGIFT_23","GIFT_RECENCY_23","PROM_RECENCY_23","ACTION_23","REWARD_23","AGE_24","INCOME_24","TIMELAG_24","NUM_GIFTS_24","NUM_PROM_24","AMOUNT_GIFTS_24","AMOUNT_LASTGIFT_24","GIFT_RECENCY_24","PROM_RECENCY_24","ACTION_24","REWARD_24","AGE_25","INCOME_25","TIMELAG_25","NUM_GIFTS_25","NUM_PROM_25","AMOUNT_GIFTS_25","AMOUNT_LASTGIFT_25","GIFT_RECENCY_25","PROM_RECENCY_25"
75,2,4,11,35,95.0,10.0,0,1,true,-0.68,75,2,4,11,36,95.0,10.0,1,0,false,0.0,75,2,4,11,36,95.0,10.0,2,1,true,-0.68,75,2,4,11,37,95.0,10.0,3,0,true,-0.68,75,2,4,11,38,95.0,10.0,4,0,true,5.32,75,2,4,12,39,101.0,6.0,0,0,true,-0.68,75,2,4,12,40,101.0,6.0,1,0,false,0.0,75,2,4,12,40,101.0,6.0,2,1,false,0.0,75,2,4,12,40,101.0,6.0,3,2,false,0.0,75,2,4,12,40,101.0,6.0,4,3,true,-0.68,75,2,4,12,41,101.0,6.0,5,0,false,0.0,75,2,4,12,41,101.0,6.0,6,1,false,0.0,76,2,4,12,41,101.0,6.0,7,2,true,-0.68,76,2,4,12,42,101.0,6.0,8,0,true,9.32,76,2,4,13,43,111.0,10.0,0,0,true,-0.68,76,2,4,13,44,111.0,10.0,1,0,true,-0.68,76,2,4,13,45,111.0,10.0,2,0,true,-0.68,76,2,4,13,46,111.0,10.0,3,0,false,0.0,76,2,4,13,46,111.0,10.0,4,1,true,4.32,76,2,4,14,47,116.0,5.0,0,0,true,-0.68,76,2,4,14,48,116.0,5.0,1,0,true,-0.68,76,2,4,14,49,116.0,5.0,2,0,true,0.31999999999999995,76,2,4,15,50,117.0,1.0,0,0,true,-0.68,76,2,4,15,51,117.0,1.0,1,0,true,-0.68,77,2,4,15,52,117.0,1.0,2,0
77,3,5,10,32,46.0,2.0,1,2,true,4.32,77,3,5,11,33,51.0,5.0,0,0,false,0.0,77,3,5,11,33,51.0,5.0,1,1,false,0.0,77,3,5,11,33,51.0,5.0,2,2,false,0.0,77,3,5,11,33,51.0,5.0,3,3,true,4.32,77,3,5,12,34,56.0,5.0,0,0,false,0.0,77,3,5,12,34,56.0,5.0,1,1,true,-0.68,77,3,5,12,35,56.0,5.0,2,0,false,0.0,77,3,5,12,35,56.0,5.0,3,1,true,-0.68,77,3,5,12,36,56.0,5.0,4,0,true,-0.68,77,3,5,12,37,56.0,5.0,5,0,true,-0.68,77,3,5,12,38,56.0,5.0,6,0,false,0.0,78,3,5,12,38,56.0,5.0,7,1,true,-0.68,78,3,5,12,39,56.0,5.0,8,0,true,7.32,78,3,5,13,40,64.0,8.0,0,0,true,-0.68,78,3,5,13,41,64.0,8.0,1,0,true,-0.68,78,3,5,13,42,64.0,8.0,2,0,true,-0.68,78,3,5,13,43,64.0,8.0,3,0,true,-0.68,78,3,5,13,44,64.0,8.0,4,0,false,0.0,78,3,5,13,44,64.0,8.0,5,1,true,-0.68,78,3,5,13,45,64.0,8.0,6,0,false,0.0,78,3,5,13,45,64.0,8.0,7,1,false,0.0,78,3,5,13,45,64.0,8.0,8,2,true,9.32,78,3,5,14,46,74.0,10.0,0,0,true,-0.68,79,3,5,14,47,74.0,10.0,1,0
85,1,NA,0,8,0.0,NA,NA,NA,true,-0.68,85,1,NA,0,9,0.0,NA,NA,0,true,9.32,85,1,NA,1,10,10.0,10.0,0,0,true,-0.68,85,1,NA,1,11,10.0,10.0,1,0,true,14.32,85,1,NA,2,12,25.0,15.0,0,0,true,-0.68,85,1,NA,2,13,25.0,15.0,1,0,true,-0.68,85,1,NA,2,14,25.0,15.0,2,0,true,-0.68,85,1,NA,2,15,25.0,15.0,3,0,true,-0.68,85,1,NA,2,16,25.0,15.0,4,0,true,-0.68,85,1,NA,2,17,25.0,15.0,5,0,false,0.0,85,1,NA,2,17,25.0,15.0,6,1,false,0.0,85,1,NA,2,17,25.0,15.0,7,2,true,-0.68,86,1,NA,2,18,25.0,15.0,8,0,false,0.0,86,1,NA,2,18,25.0,15.0,9,1,false,0.0,86,1,NA,2,18,25.0,15.0,10,2,true,-0.68,86,1,NA,2,19,25.0,15.0,11,0,true,-0.68,86,1,NA,2,20,25.0,15.0,12,0,false,0.0,86,1,NA,2,20,25.0,15.0,13,1,true,-0.68,86,1,NA,2,21,25.0,15.0,14,0,true,-0.68,86,1,NA,2,22,25.0,15.0,15,0,true,15.32,86,1,NA,3,23,41.0,16.0,0,0,false,0.0,86,1,NA,3,23,41.0,16.0,1,1,false,0.0,86,1,NA,3,23,41.0,16.0,2,2,false,0.0,86,1,NA,3,23,41.0,16.0,3,3,true,-0.68,87,1,NA,3,24,41.0,16.0,4,0
82,5,2,10,68,121.0,0.0,NA,1,false,0.0,82,5,2,10,68,121.0,0.0,NA,2,false,0.0,82,5,2,10,68,121.0,0.0,NA,3,false,0.0,82,5,2,10,68,121.0,0.0,NA,4,false,0.0,82,5,2,10,68,121.0,0.0,NA,5,false,0.0,82,5,2,10,68,121.0,0.0,NA,6,true,-0.68,82,5,2,10,69,121.0,0.0,NA,0,true,34.32,82,5,2,11,70,156.0,35.0,0,0,false,0.0,82,5,2,11,70,156.0,35.0,1,1,false,0.0,82,5,2,11,70,156.0,35.0,2,2,false,0.0,82,5,2,11,70,156.0,35.0,3,3,true,-0.68,82,5,2,11,71,156.0,35.0,4,0,true,-0.68,83,5,2,11,72,156.0,35.0,5,0,true,-0.68,83,5,2,11,73,156.0,35.0,6,0,false,0.0,83,5,2,11,73,156.0,35.0,7,1,true,-0.68,83,5,2,11,74,156.0,35.0,8,0,true,13.32,83,5,2,12,75,170.0,14.0,0,0,true,-0.68,83,5,2,12,76,170.0,14.0,1,0,true,-0.68,83,5,2,12,77,170.0,14.0,2,0,false,0.0,83,5,2,12,77,170.0,14.0,3,1,true,1.3199999999999998,83,5,2,13,78,172.0,2.0,0,0,true,-0.68,83,5,2,13,79,172.0,2.0,1,0,false,0.0,83,5,2,13,79,172.0,2.0,2,1,true,-0.68,83,5,2,13,80,172.0,2.0,3,0,true,9.32,84,5,2,14,81,182.0,10.0,0,0
68,3,15,3,28,30.0,15.0,3,0,true,-0.68,68,3,15,3,29,30.0,15.0,4,0,true,-0.68,68,3,15,3,30,30.0,15.0,5,0,true,-0.68,68,3,15,3,31,30.0,15.0,6,0,true,22.32,68,3,15,4,32,53.0,23.0,0,0,false,0.0,68,3,15,4,32,53.0,23.0,1,1,false,0.0,68,3,15,4,32,53.0,23.0,2,2,true,-0.68,68,3,15,4,33,53.0,23.0,3,0,false,0.0,68,3,15,4,33,53.0,23.0,4,1,false,0.0,68,3,15,4,33,53.0,23.0,5,2,true,4.32,68,3,15,5,34,58.0,5.0,0,0,false,0.0,68,3,15,5,34,58.0,5.0,1,1,false,0.0,69,3,15,5,34,58.0,5.0,2,2,true,2.32,69,3,15,6,35,61.0,3.0,0,0,true,-0.68,69,3,15,6,36,61.0,3.0,1,0,true,-0.68,69,3,15,6,37,61.0,3.0,2,0,true,-0.68,69,3,15,6,38,61.0,3.0,3,0,true,-0.68,69,3,15,6,39,61.0,3.0,4,0,true,-0.68,69,3,15,6,40,61.0,3.0,5,0,false,0.0,69,3,15,6,40,61.0,3.0,6,1,true,-0.68,69,3,15,6,41,61.0,3.0,7,0,true,-0.68,69,3,15,6,42,61.0,3.0,8,0,false,0.0,69,3,15,6,42,61.0,3.0,9,1,true,9.32,69,3,15,7,43,71.0,10.0,0,0,true,-0.68,70,3,15,7,44,71.0,10.0,1,0
83,2,9,15,59,131.0,9.0,4,0,true,-0.68,83,2,9,15,60,131.0,9.0,5,0,true,-0.68,83,2,9,15,61,131.0,9.0,6,0,true,-0.68,83,2,9,15,62,131.0,9.0,7,0,false,0.0,83,2,9,15,62,131.0,9.0,8,1,false,0.0,83,2,9,15,62,131.0,9.0,9,2,true,15.32,83,2,9,16,63,147.0,16.0,0,0,true,-0.68,83,2,9,16,64,147.0,16.0,1,0,true,-0.68,83,2,9,16,65,147.0,16.0,2,0,false,0.0,83,2,9,16,65,147.0,16.0,3,1,true,-0.68,83,2,9,16,66,147.0,16.0,4,0,false,0.0,83,2,9,16,66,147.0,16.0,5,1,true,-0.68,84,2,9,16,67,147.0,16.0,6,0,false,0.0,84,2,9,16,67,147.0,16.0,7,1,true,-0.68,84,2,9,16,68,147.0,16.0,8,0,true,9.32,84,2,9,17,69,157.0,10.0,0,0,true,-0.68,84,2,9,17,70,157.0,10.0,1,0,true,9.32,84,2,9,18,71,167.0,10.0,0,0,true,-0.68,84,2,9,18,72,167.0,10.0,1,0,true,9.32,84,2,9,19,73,177.0,10.0,0,0,true,14.32,84,2,9,20,74,192.0,15.0,0,0,true,-0.68,84,2,9,20,75,192.0,15.0,1,0,false,0.0,84,2,9,20,75,192.0,15.0,2,1,true,-0.68,84,2,9,20,76,192.0,15.0,3,0,true,-0.68,85,2,9,20,77,192.0,15.0,4,0
NA,NA,4,28,62,180.0,NA,NA,2,true,2.32,NA,NA,4,29,63,183.0,3.0,0,0,true,5.32,NA,NA,4,30,64,189.0,6.0,0,0,false,0.0,NA,NA,4,30,64,189.0,6.0,1,1,true,-0.68,NA,NA,4,30,65,189.0,6.0,2,0,false,0.0,NA,NA,4,30,65,189.0,6.0,3,1,true,-0.68,NA,NA,4,30,66,189.0,6.0,4,0,true,-0.68,NA,NA,4,30,67,189.0,6.0,5,0,true,-0.68,NA,NA,4,30,68,189.0,6.0,6,0,false,0.0,NA,NA,4,30,68,189.0,6.0,7,1,false,0.0,NA,NA,4,30,68,189.0,6.0,8,2,true,-0.68,NA,NA,4,30,69,189.0,6.0,9,0,true,-0.68,NA,NA,4,30,70,189.0,6.0,10,0,true,-0.68,NA,NA,4,30,71,189.0,6.0,11,0,false,0.0,NA,NA,4,30,71,189.0,6.0,12,1,true,-0.68,NA,NA,4,30,72,189.0,6.0,13,0,true,12.32,NA,NA,4,31,73,202.0,13.0,0,0,false,0.0,NA,NA,4,31,73,202.0,13.0,1,1,false,0.0,NA,NA,4,31,73,202.0,13.0,2,2,false,0.0,NA,NA,4,31,73,202.0,13.0,3,3,true,-0.68,NA,NA,4,31,74,202.0,13.0,4,0,true,11.32,NA,NA,4,32,75,214.0,12.0,0,0,true,-0.68,NA,NA,4,32,76,214.0,12.0,1,0,true,2.32,NA,NA,4,33,77,217.0,3.0,0,0,true,-0.68,NA,NA,4,33,78,217.0,3.0,1,0
68,7,14,17,62,140.0,NA,NA,1,true,-0.68,68,7,14,17,63,140.0,NA,NA,0,true,-0.68,68,7,14,17,64,140.0,NA,NA,0,true,-0.68,68,7,14,17,65,140.0,NA,NA,0,false,0.0,68,7,14,17,65,140.0,NA,NA,1,true,-0.68,68,7,14,17,66,140.0,NA,NA,0,false,0.0,68,7,14,17,66,140.0,NA,NA,1,true,-0.68,68,7,14,17,67,140.0,NA,NA,0,true,-0.68,68,7,14,17,68,140.0,NA,NA,0,true,-0.68,68,7,14,17,69,140.0,NA,NA,0,true,-0.68,68,7,14,17,70,140.0,NA,NA,0,true,-0.68,68,7,14,17,71,140.0,NA,NA,0,true,-0.68,69,7,14,17,72,140.0,NA,NA,0,false,0.0,69,7,14,17,72,140.0,NA,NA,1,true,-0.68,69,7,14,17,73,140.0,NA,NA,0,true,-0.68,69,7,14,17,74,140.0,NA,NA,0,true,-0.68,69,7,14,17,75,140.0,NA,NA,0,true,-0.68,69,7,14,17,76,140.0,NA,NA,0,true,-0.68,69,7,14,17,77,140.0,NA,NA,0,false,0.0,69,7,14,17,77,140.0,NA,NA,1,true,-0.68,69,7,14,17,78,140.0,NA,NA,0,true,-0.68,69,7,14,17,79,140.0,NA,NA,0,true,-0.68,69,7,14,17,80,140.0,NA,NA,0,true,-0.68,69,7,14,17,81,140.0,NA,NA,0,false,0.0,70,7,14,17,81,140.0,NA,NA,1
NA,NA,4,25,104,133.0,6.0,1,1,false,0.0,NA,NA,4,25,104,133.0,6.0,2,2,false,0.0,NA,NA,4,25,104,133.0,6.0,3,3,false,0.0,NA,NA,4,25,104,133.0,6.0,4,4,true,-0.68,NA,NA,4,25,105,133.0,6.0,5,0,true,2.32,NA,NA,4,26,106,136.0,3.0,0,0,false,0.0,NA,NA,4,26,106,136.0,3.0,1,1,false,0.0,NA,NA,4,26,106,136.0,3.0,2,2,true,-0.68,NA,NA,4,26,107,136.0,3.0,3,0,false,0.0,NA,NA,4,26,107,136.0,3.0,4,1,true,-0.68,NA,NA,4,26,108,136.0,3.0,5,0,true,-0.68,NA,NA,4,26,109,136.0,3.0,6,0,true,-0.68,NA,NA,4,26,110,136.0,3.0,7,0,true,-0.68,NA,NA,4,26,111,136.0,3.0,8,0,true,-0.68,NA,NA,4,26,112,136.0,3.0,9,0,false,0.0,NA,NA,4,26,112,136.0,3.0,10,1,true,-0.68,NA,NA,4,26,113,136.0,3.0,11,0,true,-0.68,NA,NA,4,26,114,136.0,3.0,12,0,true,-0.68,NA,NA,4,26,115,136.0,3.0,13,0,true,12.32,NA,NA,4,27,116,149.0,13.0,0,0,false,0.0,NA,NA,4,27,116,149.0,13.0,1,1,false,0.0,NA,NA,4,27,116,149.0,13.0,2,2,true,14.32,NA,NA,4,28,117,164.0,15.0,0,0,false,0.0,NA,NA,4,28,117,164.0,15.0,1,1,false,0.0,NA,NA,4,28,117,164.0,15.0,2,2
71,1,6,12,50,92.0,14.0,7,1,false,0.0,71,1,6,12,50,92.0,14.0,8,2,false,0.0,71,1,6,12,50,92.0,14.0,9,3,true,8.32,71,1,6,13,51,101.0,9.0,0,0,false,0.0,71,1,6,13,51,101.0,9.0,1,1,false,0.0,71,1,6,13,51,101.0,9.0,2,2,false,0.0,71,1,6,13,51,101.0,9.0,3,3,true,-0.68,71,1,6,13,52,101.0,9.0,4,0,true,2.32,71,1,6,14,53,104.0,3.0,0,0,false,0.0,71,1,6,14,53,104.0,3.0,1,1,false,0.0,71,1,6,14,53,104.0,3.0,2,2,true,4.32,71,1,6,15,54,109.0,5.0,0,0,false,0.0,72,1,6,15,54,109.0,5.0,1,1,true,-0.68,72,1,6,15,55,109.0,5.0,2,0,true,-0.68,72,1,6,15,56,109.0,5.0,3,0,false,0.0,72,1,6,15,56,109.0,5.0,4,1,false,0.0,72,1,6,15,56,109.0,5.0,5,2,true,-0.68,72,1,6,15,57,109.0,5.0,6,0,true,-0.68,72,1,6,15,58,109.0,5.0,7,0,false,0.0,72,1,6,15,58,109.0,5.0,8,1,true,-0.68,72,1,6,15,59,109.0,5.0,9,0,false,0.0,72,1,6,15,59,109.0,5.0,10,1,false,0.0,72,1,6,15,59,109.0,5.0,11,2,true,-0.68,72,1,6,15,60,109.0,5.0,12,0,false,0.0,73,1,6,15,60,109.0,5.0,13,1
64,4,3,6,41,65.0,17.0,4,1,true,24.32,64,4,3,7,42,90.0,25.0,0,0,true,19.32,64,4,3,8,43,110.0,20.0,0,0,true,-0.68,64,4,3,8,44,110.0,20.0,1,0,true,1.3199999999999998,64,4,3,9,45,112.0,2.0,0,0,true,-0.68,64,4,3,9,46,112.0,2.0,1,0,false,0.0,64,4,3,9,46,112.0,2.0,2,1,true,-0.68,64,4,3,9,47,112.0,2.0,3,0,true,-0.68,64,4,3,9,48,112.0,2.0,4,0,true,-0.68,64,4,3,9,49,112.0,2.0,5,0,true,-0.68,64,4,3,9,50,112.0,2.0,6,0,true,-0.68,64,4,3,9,51,112.0,2.0,7,0,true,-0.68,65,4,3,9,52,112.0,2.0,8,0,false,0.0,65,4,3,9,52,112.0,2.0,9,1,true,-0.68,65,4,3,9,53,112.0,2.0,10,0,false,0.0,65,4,3,9,53,112.0,2.0,11,1,false,0.0,65,4,3,9,53,112.0,2.0,12,2,true,-0.68,65,4,3,9,54,112.0,2.0,13,0,true,-0.68,65,4,3,9,55,112.0,2.0,14,0,true,-0.68,65,4,3,9,56,112.0,2.0,15,0,true,-0.68,65,4,3,9,57,112.0,2.0,16,0,true,-0.68,65,4,3,9,58,112.0,2.0,17,0,false,0.0,65,4,3,9,58,112.0,2.0,18,1,false,0.0,65,4,3,9,58,112.0,2.0,19,2,false,0.0,66,4,3,9,58,112.0,2.0,20,3
32,5,12,1,14,15.0,15.0,1,3,true,4.32,32,5,12,2,15,20.0,5.0,0,0,true,-0.68,32,5,12,2,16,20.0,5.0,1,0,true,-0.68,32,5,12,2,17,20.0,5.0,2,0,false,0.0,32,5,12,2,17,20.0,5.0,3,1,true,-0.68,32,5,12,2,18,20.0,5.0,4,0,false,0.0,32,5,12,2,18,20.0,5.0,5,1,true,-0.68,32,5,12,2,19,20.0,5.0,6,0,true,-0.68,32,5,12,2,20,20.0,5.0,7,0,true,-0.68,32,5,12,2,21,20.0,5.0,8,0,false,0.0,32,5,12,2,21,20.0,5.0,9,1,false,0.0,32,5,12,2,21,20.0,5.0,10,2,true,15.32,33,5,12,3,22,36.0,16.0,0,0,false,0.0,33,5,12,3,22,36.0,16.0,1,1,true,-0.68,33,5,12,3,23,36.0,16.0,2,0,true,-0.68,33,5,12,3,24,36.0,16.0,3,0,true,-0.68,33,5,12,3,25,36.0,16.0,4,0,true,-0.68,33,5,12,3,26,36.0,16.0,5,0,false,0.0,33,5,12,3,26,36.0,16.0,6,1,true,-0.68,33,5,12,3,27,36.0,16.0,7,0,true,-0.68,33,5,12,3,28,36.0,16.0,8,0,true,-0.68,33,5,12,3,29,36.0,16.0,9,0,false,0.0,33,5,12,3,29,36.0,16.0,10,1,true,-0.68,33,5,12,3,30,36.0,16.0,11,0,true,-0.68,34,5,12,3,31,36.0,16.0,12,0
NA,7,7,7,25,33.0,NA,NA,2,false,0.0,NA,7,7,7,25,33.0,NA,NA,3,true,9.32,NA,7,7,8,26,43.0,10.0,0,0,false,0.0,NA,7,7,8,26,43.0,10.0,1,1,true,-0.68,NA,7,7,8,27,43.0,10.0,2,0,true,-0.68,NA,7,7,8,28,43.0,10.0,3,0,false,0.0,NA,7,7,8,28,43.0,10.0,4,1,true,-0.68,NA,7,7,8,29,43.0,10.0,5,0,true,-0.68,NA,7,7,8,30,43.0,10.0,6,0,true,5.32,NA,7,7,9,31,49.0,6.0,0,0,false,0.0,NA,7,7,9,31,49.0,6.0,1,1,true,4.32,NA,7,7,10,32,54.0,5.0,0,0,false,0.0,NA,7,7,10,32,54.0,5.0,1,1,true,-0.68,NA,7,7,10,33,54.0,5.0,2,0,true,3.32,NA,7,7,11,34,58.0,4.0,0,0,false,0.0,NA,7,7,11,34,58.0,4.0,1,1,false,0.0,NA,7,7,11,34,58.0,4.0,2,2,true,4.32,NA,7,7,12,35,63.0,5.0,0,0,false,0.0,NA,7,7,12,35,63.0,5.0,1,1,false,0.0,NA,7,7,12,35,63.0,5.0,2,2,false,0.0,NA,7,7,12,35,63.0,5.0,3,3,true,2.32,NA,7,7,13,36,66.0,3.0,0,0,false,0.0,NA,7,7,13,36,66.0,3.0,1,1,true,-0.68,NA,7,7,13,37,66.0,3.0,2,0,true,-0.68,NA,7,7,13,38,66.0,3.0,3,0
57,6,14,3,27,55.0,25.0,0,1,false,0.0,57,6,14,3,27,55.0,25.0,1,2,true,19.32,57,6,14,4,28,75.0,20.0,0,0,false,0.0,57,6,14,4,28,75.0,20.0,1,1,false,0.0,57,6,14,4,28,75.0,20.0,2,2,true,99.32,57,6,14,5,29,175.0,100.0,0,0,true,-0.68,57,6,14,5,30,175.0,100.0,1,0,true,-0.68,57,6,14,5,31,175.0,100.0,2,0,true,-0.68,57,6,14,5,32,175.0,100.0,3,0,true,-0.68,57,6,14,5,33,175.0,100.0,4,0,false,0.0,57,6,14,5,33,175.0,100.0,5,1,false,0.0,57,6,14,5,33,175.0,100.0,6,2,true,-0.68,58,6,14,5,34,175.0,100.0,7,0,true,-0.68,58,6,14,5,35,175.0,100.0,8,0,false,0.0,58,6,14,5,35,175.0,100.0,9,1,false,0.0,58,6,14,5,35,175.0,100.0,10,2,true,-0.68,58,6,14,5,36,175.0,100.0,11,0,false,0.0,58,6,14,5,36,175.0,100.0,12,1,true,-0.68,58,6,14,5,37,175.0,100.0,13,0,false,0.0,58,6,14,5,37,175.0,100.0,14,1,true,-0.68,58,6,14,5,38,175.0,100.0,15,0,true,-0.68,58,6,14,5,39,175.0,100.0,16,0,true,-0.68,58,6,14,5,40,175.0,100.0,17,0,false,0.0,58,6,14,5,40,175.0,100.0,18,1,false,0.0,59,6,14,5,40,175.0,100.0,19,2
62,NA,18,4,51,56.0,NA,NA,1,true,19.32,62,NA,18,5,52,76.0,20.0,0,0,true,-0.68,62,NA,18,5,53,76.0,20.0,1,0,false,0.0,62,NA,18,5,53,76.0,20.0,2,1,true,-0.68,62,NA,18,5,54,76.0,20.0,3,0,true,-0.68,62,NA,18,5,55,76.0,20.0,4,0,true,-0.68,62,NA,18,5,56,76.0,20.0,5,0,false,0.0,62,NA,18,5,56,76.0,20.0,6,1,true,19.32,62,NA,18,6,57,96.0,20.0,0,0,true,9.32,62,NA,18,7,58,106.0,10.0,0,0,false,0.0,62,NA,18,7,58,106.0,10.0,1,1,true,-0.68,62,NA,18,7,59,106.0,10.0,2,0,true,19.32,63,NA,18,8,60,126.0,20.0,0,0,true,4.32,63,NA,18,9,61,131.0,5.0,0,0,true,14.32,63,NA,18,10,62,146.0,15.0,0,0,true,-0.68,63,NA,18,10,63,146.0,15.0,1,0,false,0.0,63,NA,18,10,63,146.0,15.0,2,1,false,0.0,63,NA,18,10,63,146.0,15.0,3,2,false,0.0,63,NA,18,10,63,146.0,15.0,4,3,true,-0.68,63,NA,18,10,64,146.0,15.0,5,0,true,6.32,63,NA,18,11,65,153.0,7.0,0,0,false,0.0,63,NA,18,11,65,153.0,7.0,1,1,true,-0.68,63,NA,18,11,66,153.0,7.0,2,0,false,0.0,63,NA,18,11,66,153.0,7.0,3,1,false,0.0,64,NA,18,11,66,153.0,7.0,4,2
